Synthetic,"This flight is SYNTHETIC — numbers Debrief made up to demonstrate what it can read. It is not a recording of anything, nothing here was flown, and no figure from it means anything about a real rocket."
Demonstrates,"the sustainer half of the same staged launch, on a second altimeter"
Stage,"sustainer"
Columns,"The column names below are the ones an Eggtimer Classic writes, so that Debrief reads this file without being told about it. No Eggtimer recorded anything here and no device of any kind did: see the Synthetic row above."

T,Alt,VRaw,VFilt
185.15,901.6,-65.6,-65.6
185.20,898.4,-65.6,-65.6
185.25,895.1,-65.6,-65.6
185.30,891.8,-65.6,-65.6
185.35,888.5,-65.6,-65.6
185.40,885.2,-65.6,-65.6
185.45,882.0,-65.6,-65.6
185.50,878.7,-65.6,-65.6
185.55,875.4,-65.6,-65.6
185.60,872.1,-65.6,-65.6
185.65,868.8,-65.6,-65.6
185.70,865.6,-65.6,-65.6
185.75,862.3,-65.6,-65.6
185.80,859.0,-65.6,-65.6
185.85,855.7,-65.6,-65.6
185.90,852.4,-65.6,-65.6
185.95,849.1,-65.6,-65.6
186.00,845.9,-65.6,-65.6
186.05,842.6,-65.6,-65.6
186.10,839.3,-65.6,-65.6
186.15,836.0,-65.6,-65.6
186.20,832.7,-65.6,-65.6
186.25,829.5,-65.6,-65.6
186.30,826.2,-65.6,-65.6
186.35,822.9,-65.6,-65.6
186.40,819.6,-65.6,-65.6
186.45,816.3,-65.6,-65.6
186.50,813.1,-65.6,-65.6
186.55,809.8,-65.6,-65.6
186.60,806.5,-65.6,-65.6
186.65,803.2,-65.6,-65.6
186.70,799.9,-65.6,-65.6
186.75,796.7,-65.6,-65.6
186.80,793.4,-65.6,-65.6
186.85,790.1,-65.6,-65.6
186.90,786.8,-65.6,-65.6
186.95,783.5,-65.6,-65.6
187.00,780.2,-65.6,-65.6
187.05,777.0,-65.6,-65.6
187.10,773.7,-65.6,-65.6
187.15,770.4,-65.6,-65.6
187.20,767.1,-65.6,-65.6
187.25,763.8,-65.6,-65.6
187.30,760.6,-65.6,-65.6
187.35,757.3,-65.6,-65.6
187.40,754.0,-65.6,-65.6
187.45,750.7,-65.6,-65.6
187.50,747.4,-65.6,-65.6
187.55,744.2,-65.6,-65.6
187.60,740.9,-65.6,-65.6
187.65,737.6,-65.6,-65.6
187.70,734.3,-65.6,-65.6
187.75,731.0,-65.6,-65.6
187.80,727.8,-65.6,-65.6
187.85,724.5,-65.6,-65.6
187.90,721.2,-65.6,-65.6
187.95,717.9,-65.6,-65.6
188.00,714.6,-65.6,-65.6
188.05,711.4,-65.6,-65.6
188.10,708.1,-65.6,-65.6
188.15,704.8,-65.6,-65.6
188.20,701.5,-65.6,-65.6
188.25,698.2,-65.6,-65.6
188.30,694.9,-65.6,-65.6
188.35,691.7,-65.6,-65.6
188.40,688.4,-65.6,-65.6
188.45,685.1,-65.6,-65.6
188.50,681.8,-65.6,-65.6
188.55,678.5,-65.6,-65.6
188.60,675.3,-65.6,-65.6
188.65,672.0,-65.6,-65.6
188.70,668.7,-65.6,-65.6
188.75,665.4,-65.6,-65.6
188.80,662.1,-65.6,-65.6
188.85,658.9,-65.6,-65.6
188.90,655.6,-65.6,-65.6
188.95,652.3,-65.6,-65.6
189.00,649.0,-65.6,-65.6
189.05,645.7,-65.6,-65.6
189.10,642.5,-65.6,-65.6
189.15,639.2,-65.6,-65.6
189.20,635.9,-65.6,-65.6
189.25,632.6,-65.6,-65.6
189.30,629.3,-65.6,-65.6
189.35,626.0,-65.6,-65.6
189.40,622.8,-65.6,-65.6
189.45,619.5,-65.6,-65.6
189.50,616.2,-65.6,-65.6
189.55,612.9,-65.6,-65.6
189.60,609.6,-65.6,-65.6
189.65,606.4,-65.6,-65.6
189.70,603.1,-65.6,-65.6
189.75,599.8,-65.6,-65.6
189.80,596.5,-65.6,-65.6
189.85,593.2,-65.6,-65.6
189.90,590.0,-65.6,-65.6
189.95,586.7,-65.6,-65.6
190.00,583.4,-65.6,-65.6
190.05,580.1,-65.6,-65.6
190.10,576.8,-65.6,-65.6
190.15,573.6,-65.6,-65.6
190.20,570.3,-65.6,-65.6
190.25,567.0,-65.6,-65.6
190.30,563.7,-65.6,-65.6
190.35,560.4,-65.6,-65.6
190.40,557.2,-65.6,-65.6
190.45,553.9,-65.6,-65.6
190.50,550.6,-65.6,-65.6
190.55,547.3,-65.6,-65.6
190.60,544.0,-65.6,-65.6
190.65,540.7,-65.6,-65.6
190.70,537.5,-65.6,-65.6
190.75,534.2,-65.6,-65.6
190.80,530.9,-65.6,-65.6
190.85,527.6,-65.6,-65.6
190.90,524.3,-65.6,-65.6
190.95,521.1,-65.6,-65.6
191.00,517.8,-65.6,-65.6
191.05,514.5,-65.6,-65.6
191.10,511.2,-65.6,-65.6
191.15,507.9,-65.6,-65.6
191.20,504.7,-65.6,-65.6
191.25,501.4,-65.6,-65.6
191.30,498.1,-65.6,-65.6
191.35,494.8,-65.6,-65.6
191.40,491.5,-65.6,-65.6
191.45,490.7,-16.4,-16.4
191.50,489.9,-16.4,-16.4
191.55,489.1,-16.4,-16.4
191.60,488.3,-16.4,-16.4
191.65,487.4,-16.4,-16.4
191.70,486.6,-16.4,-16.4
191.75,485.8,-16.4,-16.4
191.80,485.0,-16.4,-16.4
191.85,484.2,-16.4,-16.4
191.90,483.3,-16.4,-16.4
191.95,482.5,-16.4,-16.4
192.00,481.7,-16.4,-16.4
192.05,480.9,-16.4,-16.4
192.10,480.1,-16.4,-16.4
192.15,479.2,-16.4,-16.4
192.20,478.4,-16.4,-16.4
192.25,477.6,-16.4,-16.4
192.30,476.8,-16.4,-16.4
192.35,476.0,-16.4,-16.4
192.40,475.1,-16.4,-16.4
192.45,474.3,-16.4,-16.4
192.50,473.5,-16.4,-16.4
192.55,472.7,-16.4,-16.4
192.60,471.9,-16.4,-16.4
192.65,471.0,-16.4,-16.4
192.70,470.2,-16.4,-16.4
192.75,469.4,-16.4,-16.4
192.80,468.6,-16.4,-16.4
192.85,467.7,-16.4,-16.4
192.90,466.9,-16.4,-16.4
192.95,466.1,-16.4,-16.4
193.00,465.3,-16.4,-16.4
193.05,464.5,-16.4,-16.4
193.10,463.6,-16.4,-16.4
193.15,462.8,-16.4,-16.4
193.20,462.0,-16.4,-16.4
193.25,461.2,-16.4,-16.4
193.30,460.4,-16.4,-16.4
193.35,459.5,-16.4,-16.4
193.40,458.7,-16.4,-16.4
193.45,457.9,-16.4,-16.4
193.50,457.1,-16.4,-16.4
193.55,456.3,-16.4,-16.4
193.60,455.4,-16.4,-16.4
193.65,454.6,-16.4,-16.4
193.70,453.8,-16.4,-16.4
193.75,453.0,-16.4,-16.4
193.80,452.2,-16.4,-16.4
193.85,451.3,-16.4,-16.4
193.90,450.5,-16.4,-16.4
193.95,449.7,-16.4,-16.4
194.00,448.9,-16.4,-16.4
194.05,448.1,-16.4,-16.4
194.10,447.2,-16.4,-16.4
194.15,446.4,-16.4,-16.4
194.20,445.6,-16.4,-16.4
194.25,444.8,-16.4,-16.4
194.30,444.0,-16.4,-16.4
194.35,443.1,-16.4,-16.4
194.40,442.3,-16.4,-16.4
194.45,441.5,-16.4,-16.4
194.50,440.7,-16.4,-16.4
194.55,439.9,-16.4,-16.4
194.60,439.0,-16.4,-16.4
194.65,438.2,-16.4,-16.4
194.70,437.4,-16.4,-16.4
194.75,436.6,-16.4,-16.4
194.80,435.8,-16.4,-16.4
194.85,434.9,-16.4,-16.4
194.90,434.1,-16.4,-16.4
194.95,433.3,-16.4,-16.4
195.00,432.5,-16.4,-16.4
195.05,431.7,-16.4,-16.4
195.10,430.8,-16.4,-16.4
195.15,430.0,-16.4,-16.4
195.20,429.2,-16.4,-16.4
195.25,428.4,-16.4,-16.4
195.30,427.6,-16.4,-16.4
195.35,426.7,-16.4,-16.4
195.40,425.9,-16.4,-16.4
195.45,425.1,-16.4,-16.4
195.50,424.3,-16.4,-16.4
195.55,423.5,-16.4,-16.4
195.60,422.6,-16.4,-16.4
195.65,421.8,-16.4,-16.4
195.70,421.0,-16.4,-16.4
195.75,420.2,-16.4,-16.4
195.80,419.4,-16.4,-16.4
195.85,418.5,-16.4,-16.4
195.90,417.7,-16.4,-16.4
195.95,416.9,-16.4,-16.4
196.00,416.1,-16.4,-16.4
196.05,415.3,-16.4,-16.4
196.10,414.4,-16.4,-16.4
196.15,413.6,-16.4,-16.4
196.20,412.8,-16.4,-16.4
196.25,412.0,-16.4,-16.4
196.30,411.2,-16.4,-16.4
196.35,410.3,-16.4,-16.4
196.40,409.5,-16.4,-16.4
196.45,408.7,-16.4,-16.4
196.50,407.9,-16.4,-16.4
196.55,407.1,-16.4,-16.4
196.60,406.2,-16.4,-16.4
196.65,405.4,-16.4,-16.4
196.70,404.6,-16.4,-16.4
196.75,403.8,-16.4,-16.4
196.80,403.0,-16.4,-16.4
196.85,402.1,-16.4,-16.4
196.90,401.3,-16.4,-16.4
196.95,400.5,-16.4,-16.4
197.00,399.7,-16.4,-16.4
197.05,398.9,-16.4,-16.4
197.10,398.0,-16.4,-16.4
197.15,397.2,-16.4,-16.4
197.20,396.4,-16.4,-16.4
197.25,395.6,-16.4,-16.4
197.30,394.8,-16.4,-16.4
197.35,393.9,-16.4,-16.4
197.40,393.1,-16.4,-16.4
197.45,392.3,-16.4,-16.4
197.50,391.5,-16.4,-16.4
197.55,390.6,-16.4,-16.4
197.60,389.8,-16.4,-16.4
197.65,389.0,-16.4,-16.4
197.70,388.2,-16.4,-16.4
197.75,387.4,-16.4,-16.4
197.80,386.5,-16.4,-16.4
197.85,385.7,-16.4,-16.4
197.90,384.9,-16.4,-16.4
197.95,384.1,-16.4,-16.4
198.00,383.3,-16.4,-16.4
198.05,382.4,-16.4,-16.4
198.10,381.6,-16.4,-16.4
198.15,380.8,-16.4,-16.4
198.20,380.0,-16.4,-16.4
198.25,379.2,-16.4,-16.4
198.30,378.3,-16.4,-16.4
198.35,377.5,-16.4,-16.4
198.40,376.7,-16.4,-16.4
198.45,375.9,-16.4,-16.4
198.50,375.1,-16.4,-16.4
198.55,374.2,-16.4,-16.4
198.60,373.4,-16.4,-16.4
198.65,372.6,-16.4,-16.4
198.70,371.8,-16.4,-16.4
198.75,371.0,-16.4,-16.4
198.80,370.1,-16.4,-16.4
198.85,369.3,-16.4,-16.4
198.90,368.5,-16.4,-16.4
198.95,367.7,-16.4,-16.4
199.00,366.9,-16.4,-16.4
199.05,366.0,-16.4,-16.4
199.10,365.2,-16.4,-16.4
199.15,364.4,-16.4,-16.4
199.20,363.6,-16.4,-16.4
199.25,362.8,-16.4,-16.4
199.30,361.9,-16.4,-16.4
199.35,361.1,-16.4,-16.4
199.40,360.3,-16.4,-16.4
199.45,359.5,-16.4,-16.4
199.50,358.7,-16.4,-16.4
199.55,357.8,-16.4,-16.4
199.60,357.0,-16.4,-16.4
199.65,356.2,-16.4,-16.4
199.70,355.4,-16.4,-16.4
199.75,354.6,-16.4,-16.4
199.80,353.7,-16.4,-16.4
199.85,352.9,-16.4,-16.4
199.90,352.1,-16.4,-16.4
199.95,351.3,-16.4,-16.4
200.00,350.5,-16.4,-16.4
200.05,349.6,-16.4,-16.4
200.10,348.8,-16.4,-16.4
200.15,348.0,-16.4,-16.4
200.20,347.2,-16.4,-16.4
200.25,346.4,-16.4,-16.4
200.30,345.5,-16.4,-16.4
200.35,344.7,-16.4,-16.4
200.40,343.9,-16.4,-16.4
200.45,343.1,-16.4,-16.4
200.50,342.3,-16.4,-16.4
200.55,341.4,-16.4,-16.4
200.60,340.6,-16.4,-16.4
200.65,339.8,-16.4,-16.4
200.70,339.0,-16.4,-16.4
200.75,338.2,-16.4,-16.4
200.80,337.3,-16.4,-16.4
200.85,336.5,-16.4,-16.4
200.90,335.7,-16.4,-16.4
200.95,334.9,-16.4,-16.4
201.00,334.1,-16.4,-16.4
201.05,333.2,-16.4,-16.4
201.10,332.4,-16.4,-16.4
201.15,331.6,-16.4,-16.4
201.20,330.8,-16.4,-16.4
201.25,330.0,-16.4,-16.4
201.30,329.1,-16.4,-16.4
201.35,328.3,-16.4,-16.4
201.40,327.5,-16.4,-16.4
201.45,326.7,-16.4,-16.4
201.50,325.9,-16.4,-16.4
201.55,325.0,-16.4,-16.4
201.60,324.2,-16.4,-16.4
201.65,323.4,-16.4,-16.4
201.70,322.6,-16.4,-16.4
201.75,321.8,-16.4,-16.4
201.80,320.9,-16.4,-16.4
201.85,320.1,-16.4,-16.4
201.90,319.3,-16.4,-16.4
201.95,318.5,-16.4,-16.4
202.00,317.7,-16.4,-16.4
202.05,316.8,-16.4,-16.4
202.10,316.0,-16.4,-16.4
202.15,315.2,-16.4,-16.4
202.20,314.4,-16.4,-16.4
202.25,313.5,-16.4,-16.4
202.30,312.7,-16.4,-16.4
202.35,311.9,-16.4,-16.4
202.40,311.1,-16.4,-16.4
202.45,310.3,-16.4,-16.4
202.50,309.4,-16.4,-16.4
202.55,308.6,-16.4,-16.4
202.60,307.8,-16.4,-16.4
202.65,307.0,-16.4,-16.4
202.70,306.2,-16.4,-16.4
202.75,305.3,-16.4,-16.4
202.80,304.5,-16.4,-16.4
202.85,303.7,-16.4,-16.4
202.90,302.9,-16.4,-16.4
202.95,302.1,-16.4,-16.4
203.00,301.2,-16.4,-16.4
203.05,300.4,-16.4,-16.4
203.10,299.6,-16.4,-16.4
203.15,298.8,-16.4,-16.4
203.20,298.0,-16.4,-16.4
203.25,297.1,-16.4,-16.4
203.30,296.3,-16.4,-16.4
203.35,295.5,-16.4,-16.4
203.40,294.7,-16.4,-16.4
203.45,293.9,-16.4,-16.4
203.50,293.0,-16.4,-16.4
203.55,292.2,-16.4,-16.4
203.60,291.4,-16.4,-16.4
203.65,290.6,-16.4,-16.4
203.70,289.8,-16.4,-16.4
203.75,288.9,-16.4,-16.4
203.80,288.1,-16.4,-16.4
203.85,287.3,-16.4,-16.4
203.90,286.5,-16.4,-16.4
203.95,285.7,-16.4,-16.4
204.00,284.8,-16.4,-16.4
204.05,284.0,-16.4,-16.4
204.10,283.2,-16.4,-16.4
204.15,282.4,-16.4,-16.4
204.20,281.6,-16.4,-16.4
204.25,280.7,-16.4,-16.4
204.30,279.9,-16.4,-16.4
204.35,279.1,-16.4,-16.4
204.40,278.3,-16.4,-16.4
204.45,277.5,-16.4,-16.4
204.50,276.6,-16.4,-16.4
204.55,275.8,-16.4,-16.4
204.60,275.0,-16.4,-16.4
204.65,274.2,-16.4,-16.4
204.70,273.4,-16.4,-16.4
204.75,272.5,-16.4,-16.4
204.80,271.7,-16.4,-16.4
204.85,270.9,-16.4,-16.4
204.90,270.1,-16.4,-16.4
204.95,269.3,-16.4,-16.4
205.00,268.4,-16.4,-16.4
205.05,267.6,-16.4,-16.4
205.10,266.8,-16.4,-16.4
205.15,266.0,-16.4,-16.4
205.20,265.2,-16.4,-16.4
205.25,264.3,-16.4,-16.4
205.30,263.5,-16.4,-16.4
205.35,262.7,-16.4,-16.4
205.40,261.9,-16.4,-16.4
205.45,261.1,-16.4,-16.4
205.50,260.2,-16.4,-16.4
205.55,259.4,-16.4,-16.4
205.60,258.6,-16.4,-16.4
205.65,257.8,-16.4,-16.4
205.70,257.0,-16.4,-16.4
205.75,256.1,-16.4,-16.4
205.80,255.3,-16.4,-16.4
205.85,254.5,-16.4,-16.4
205.90,253.7,-16.4,-16.4
205.95,252.9,-16.4,-16.4
206.00,252.0,-16.4,-16.4
206.05,251.2,-16.4,-16.4
206.10,250.4,-16.4,-16.4
206.15,249.6,-16.4,-16.4
206.20,248.8,-16.4,-16.4
206.25,247.9,-16.4,-16.4
206.30,247.1,-16.4,-16.4
206.35,246.3,-16.4,-16.4
206.40,245.5,-16.4,-16.4
206.45,244.7,-16.4,-16.4
206.50,243.8,-16.4,-16.4
206.55,243.0,-16.4,-16.4
206.60,242.2,-16.4,-16.4
206.65,241.4,-16.4,-16.4
206.70,240.6,-16.4,-16.4
206.75,239.7,-16.4,-16.4
206.80,238.9,-16.4,-16.4
206.85,238.1,-16.4,-16.4
206.90,237.3,-16.4,-16.4
206.95,236.5,-16.4,-16.4
207.00,235.6,-16.4,-16.4
207.05,234.8,-16.4,-16.4
207.10,234.0,-16.4,-16.4
207.15,233.2,-16.4,-16.4
207.20,232.3,-16.4,-16.4
207.25,231.5,-16.4,-16.4
207.30,230.7,-16.4,-16.4
207.35,229.9,-16.4,-16.4
207.40,229.1,-16.4,-16.4
207.45,228.2,-16.4,-16.4
207.50,227.4,-16.4,-16.4
207.55,226.6,-16.4,-16.4
207.60,225.8,-16.4,-16.4
207.65,225.0,-16.4,-16.4
207.70,224.1,-16.4,-16.4
207.75,223.3,-16.4,-16.4
207.80,222.5,-16.4,-16.4
207.85,221.7,-16.4,-16.4
207.90,220.9,-16.4,-16.4
207.95,220.0,-16.4,-16.4
208.00,219.2,-16.4,-16.4
208.05,218.4,-16.4,-16.4
208.10,217.6,-16.4,-16.4
208.15,216.8,-16.4,-16.4
208.20,215.9,-16.4,-16.4
208.25,215.1,-16.4,-16.4
208.30,214.3,-16.4,-16.4
208.35,213.5,-16.4,-16.4
208.40,212.7,-16.4,-16.4
208.45,211.8,-16.4,-16.4
208.50,211.0,-16.4,-16.4
208.55,210.2,-16.4,-16.4
208.60,209.4,-16.4,-16.4
208.65,208.6,-16.4,-16.4
208.70,207.7,-16.4,-16.4
208.75,206.9,-16.4,-16.4
208.80,206.1,-16.4,-16.4
208.85,205.3,-16.4,-16.4
208.90,204.5,-16.4,-16.4
208.95,203.6,-16.4,-16.4
209.00,202.8,-16.4,-16.4
209.05,202.0,-16.4,-16.4
209.10,201.2,-16.4,-16.4
209.15,200.4,-16.4,-16.4
209.20,199.5,-16.4,-16.4
209.25,198.7,-16.4,-16.4
209.30,197.9,-16.4,-16.4
209.35,197.1,-16.4,-16.4
209.40,196.3,-16.4,-16.4
209.45,195.4,-16.4,-16.4
209.50,194.6,-16.4,-16.4
209.55,193.8,-16.4,-16.4
209.60,193.0,-16.4,-16.4
209.65,192.2,-16.4,-16.4
209.70,191.3,-16.4,-16.4
209.75,190.5,-16.4,-16.4
209.80,189.7,-16.4,-16.4
209.85,188.9,-16.4,-16.4
209.90,188.1,-16.4,-16.4
209.95,187.2,-16.4,-16.4
210.00,186.4,-16.4,-16.4
210.05,185.6,-16.4,-16.4
210.10,184.8,-16.4,-16.4
210.15,184.0,-16.4,-16.4
210.20,183.1,-16.4,-16.4
210.25,182.3,-16.4,-16.4
210.30,181.5,-16.4,-16.4
210.35,180.7,-16.4,-16.4
210.40,179.9,-16.4,-16.4
210.45,179.0,-16.4,-16.4
210.50,178.2,-16.4,-16.4
210.55,177.4,-16.4,-16.4
210.60,176.6,-16.4,-16.4
210.65,175.8,-16.4,-16.4
210.70,174.9,-16.4,-16.4
210.75,174.1,-16.4,-16.4
210.80,173.3,-16.4,-16.4
210.85,172.5,-16.4,-16.4
210.90,171.7,-16.4,-16.4
210.95,170.8,-16.4,-16.4
211.00,170.0,-16.4,-16.4
211.05,169.2,-16.4,-16.4
211.10,168.4,-16.4,-16.4
211.15,167.6,-16.4,-16.4
211.20,166.7,-16.4,-16.4
211.25,165.9,-16.4,-16.4
211.30,165.1,-16.4,-16.4
211.35,164.3,-16.4,-16.4
211.40,163.5,-16.4,-16.4
211.45,162.6,-16.4,-16.4
211.50,161.8,-16.4,-16.4
211.55,161.0,-16.4,-16.4
211.60,160.2,-16.4,-16.4
211.65,159.4,-16.4,-16.4
211.70,158.5,-16.4,-16.4
211.75,157.7,-16.4,-16.4
211.80,156.9,-16.4,-16.4
211.85,156.1,-16.4,-16.4
211.90,155.2,-16.4,-16.4
211.95,154.4,-16.4,-16.4
212.00,153.6,-16.4,-16.4
212.05,152.8,-16.4,-16.4
212.10,152.0,-16.4,-16.4
212.15,151.1,-16.4,-16.4
212.20,150.3,-16.4,-16.4
212.25,149.5,-16.4,-16.4
212.30,148.7,-16.4,-16.4
212.35,147.9,-16.4,-16.4
212.40,147.0,-16.4,-16.4
212.45,146.2,-16.4,-16.4
212.50,145.4,-16.4,-16.4
212.55,144.6,-16.4,-16.4
212.60,143.8,-16.4,-16.4
212.65,142.9,-16.4,-16.4
212.70,142.1,-16.4,-16.4
212.75,141.3,-16.4,-16.4
212.80,140.5,-16.4,-16.4
212.85,139.7,-16.4,-16.4
212.90,138.8,-16.4,-16.4
212.95,138.0,-16.4,-16.4
213.00,137.2,-16.4,-16.4
213.05,136.4,-16.4,-16.4
213.10,135.6,-16.4,-16.4
213.15,134.7,-16.4,-16.4
213.20,133.9,-16.4,-16.4
213.25,133.1,-16.4,-16.4
213.30,132.3,-16.4,-16.4
213.35,131.5,-16.4,-16.4
213.40,130.6,-16.4,-16.4
213.45,129.8,-16.4,-16.4
213.50,129.0,-16.4,-16.4
213.55,128.2,-16.4,-16.4
213.60,127.4,-16.4,-16.4
213.65,126.5,-16.4,-16.4
213.70,125.7,-16.4,-16.4
213.75,124.9,-16.4,-16.4
213.80,124.1,-16.4,-16.4
213.85,123.3,-16.4,-16.4
213.90,122.4,-16.4,-16.4
213.95,121.6,-16.4,-16.4
214.00,120.8,-16.4,-16.4
214.05,120.0,-16.4,-16.4
214.10,119.2,-16.4,-16.4
214.15,118.3,-16.4,-16.4
214.20,117.5,-16.4,-16.4
214.25,116.7,-16.4,-16.4
214.30,115.9,-16.4,-16.4
214.35,115.1,-16.4,-16.4
214.40,114.2,-16.4,-16.4
214.45,113.4,-16.4,-16.4
214.50,112.6,-16.4,-16.4
214.55,111.8,-16.4,-16.4
214.60,111.0,-16.4,-16.4
214.65,110.1,-16.4,-16.4
214.70,109.3,-16.4,-16.4
214.75,108.5,-16.4,-16.4
214.80,107.7,-16.4,-16.4
214.85,106.9,-16.4,-16.4
214.90,106.0,-16.4,-16.4
214.95,105.2,-16.4,-16.4
215.00,104.4,-16.4,-16.4
215.05,103.6,-16.4,-16.4
215.10,102.8,-16.4,-16.4
215.15,101.9,-16.4,-16.4
215.20,101.1,-16.4,-16.4
215.25,100.3,-16.4,-16.4
215.30,99.5,-16.4,-16.4
215.35,98.7,-16.4,-16.4
215.40,97.8,-16.4,-16.4
215.45,97.0,-16.4,-16.4
215.50,96.2,-16.4,-16.4
215.55,95.4,-16.4,-16.4
215.60,94.6,-16.4,-16.4
215.65,93.7,-16.4,-16.4
215.70,92.9,-16.4,-16.4
215.75,92.1,-16.4,-16.4
215.80,91.3,-16.4,-16.4
215.85,90.5,-16.4,-16.4
215.90,89.6,-16.4,-16.4
215.95,88.8,-16.4,-16.4
216.00,88.0,-16.4,-16.4
216.05,87.2,-16.4,-16.4
216.10,86.4,-16.4,-16.4
216.15,85.5,-16.4,-16.4
216.20,84.7,-16.4,-16.4
216.25,83.9,-16.4,-16.4
216.30,83.1,-16.4,-16.4
216.35,82.3,-16.4,-16.4
216.40,81.4,-16.4,-16.4
216.45,80.6,-16.4,-16.4
216.50,79.8,-16.4,-16.4
216.55,79.0,-16.4,-16.4
216.60,78.1,-16.4,-16.4
216.65,77.3,-16.4,-16.4
216.70,76.5,-16.4,-16.4
216.75,75.7,-16.4,-16.4
216.80,74.9,-16.4,-16.4
216.85,74.0,-16.4,-16.4
216.90,73.2,-16.4,-16.4
216.95,72.4,-16.4,-16.4
217.00,71.6,-16.4,-16.4
217.05,70.8,-16.4,-16.4
217.10,69.9,-16.4,-16.4
217.15,69.1,-16.4,-16.4
217.20,68.3,-16.4,-16.4
217.25,67.5,-16.4,-16.4
217.30,66.7,-16.4,-16.4
217.35,65.8,-16.4,-16.4
217.40,65.0,-16.4,-16.4
217.45,64.2,-16.4,-16.4
217.50,63.4,-16.4,-16.4
217.55,62.6,-16.4,-16.4
217.60,61.7,-16.4,-16.4
217.65,60.9,-16.4,-16.4
217.70,60.1,-16.4,-16.4
217.75,59.3,-16.4,-16.4
217.80,58.5,-16.4,-16.4
217.85,57.6,-16.4,-16.4
217.90,56.8,-16.4,-16.4
217.95,56.0,-16.4,-16.4
218.00,55.2,-16.4,-16.4
218.05,54.4,-16.4,-16.4
218.10,53.5,-16.4,-16.4
218.15,52.7,-16.4,-16.4
218.20,51.9,-16.4,-16.4
218.25,51.1,-16.4,-16.4
218.30,50.3,-16.4,-16.4
218.35,49.4,-16.4,-16.4
218.40,48.6,-16.4,-16.4
218.45,47.8,-16.4,-16.4
218.50,47.0,-16.4,-16.4
218.55,46.2,-16.4,-16.4
218.60,45.3,-16.4,-16.4
218.65,44.5,-16.4,-16.4
218.70,43.7,-16.4,-16.4
218.75,42.9,-16.4,-16.4
218.80,42.1,-16.4,-16.4
218.85,41.2,-16.4,-16.4
218.90,40.4,-16.4,-16.4
218.95,39.6,-16.4,-16.4
219.00,38.8,-16.4,-16.4
219.05,38.0,-16.4,-16.4
219.10,37.1,-16.4,-16.4
219.15,36.3,-16.4,-16.4
219.20,35.5,-16.4,-16.4
219.25,34.7,-16.4,-16.4
219.30,33.9,-16.4,-16.4
219.35,33.0,-16.4,-16.4
219.40,32.2,-16.4,-16.4
219.45,31.4,-16.4,-16.4
219.50,30.6,-16.4,-16.4
219.55,29.8,-16.4,-16.4
219.60,28.9,-16.4,-16.4
219.65,28.1,-16.4,-16.4
219.70,27.3,-16.4,-16.4
219.75,26.5,-16.4,-16.4
219.80,25.7,-16.4,-16.4
219.85,24.8,-16.4,-16.4
219.90,24.0,-16.4,-16.4
219.95,23.2,-16.4,-16.4
220.00,22.4,-16.4,-16.4
220.05,21.6,-16.4,-16.4
220.10,20.7,-16.4,-16.4
220.15,19.9,-16.4,-16.4
220.20,19.1,-16.4,-16.4
220.25,18.3,-16.4,-16.4
220.30,17.5,-16.4,-16.4
220.35,16.6,-16.4,-16.4
220.40,15.8,-16.4,-16.4
220.45,15.0,-16.4,-16.4
220.50,14.2,-16.4,-16.4
220.55,13.4,-16.4,-16.4
220.60,12.5,-16.4,-16.4
220.65,11.7,-16.4,-16.4
220.70,10.9,-16.4,-16.4
220.75,10.1,-16.4,-16.4
220.80,9.3,-16.4,-16.4
220.85,8.4,-16.4,-16.4
220.90,7.6,-16.4,-16.4
220.95,6.8,-16.4,-16.4
221.00,6.0,-16.4,-16.4
221.05,5.2,-16.4,-16.4
221.10,4.3,-16.4,-16.4
221.15,3.5,-16.4,-16.4
221.20,2.7,-16.4,-16.4
221.25,1.9,-16.4,-16.4
221.30,1.0,-16.4,-16.4
221.35,0.2,-16.4,-16.4
221.40,0.0,-16.4,-16.4
